"line","text","magazine","month","year"
3,"birth control threat what cosmo readers must know","Cosmopolitan",5,2017
4,"just got ghosted the real reason and what to do next","Cosmopolitan",5,2017
5,"love your lady parts why you need to conquer low self esteem down there","Cosmopolitan",5,2017
6,"his mom called during sex and he answered hilarious hookup fails","Cosmopolitan",5,2017
7,"meghan trainor the one confidence battle shes still fighting","Cosmopolitan",5,2017
8,"spring hair special","Cosmopolitan",5,2017
1,"your sexiest 24 hours build arousal until every inch of you is screaming with excitement","Cosmopolitan",6,2017
2,"the confidence issue ","Cosmopolitan",6,2017
3,"love your body","Cosmopolitan",6,2017
4,"gyno uh oh the biggest mistake young women make","Cosmopolitan",6,2017
5,"exclusive bts of magic mike live youll wanna lick these pics","Cosmopolitan",6,2017
6,"summer shape up tone every zone in just minutes a day","Cosmopolitan",6,2017
7,"introducing the boobgasm nope size doesnt matter","Cosmopolitan",6,2017
8,"how to decode any wtf text","Cosmopolitan",6,2017
9,"baywatchs kelly rohrbach we caught up with her on a slomo run","Cosmopolitan",6,2017
10,"tons of swimsuits inside","Cosmopolitan",6,2017
1,"more sex less stress","Cosmopolitan",7,2017
2,"sizzling tips to guarantee a blissful summer","Cosmopolitan",7,2017
3,"teach your flat iron 4 new tricks","Cosmopolitan",7,2017
4,"warning the sneaky danger to beware of this summer","Cosmopolitan",7,2017
5,"beach reads so hot and steamy your bikini will burst into flames","Cosmopolitan",7,2017
6,"suns out buns out easy moves to shape a high tight tush","Cosmopolitan",7,2017
7,"could he be faking it you sure","Cosmopolitan",7,2017
8,"scarlett johansson holds nothing back","Cosmopolitan",7,2017
9,"sexy dresses dating secrets glowy skins","Cosmopolitan",7,2017
10,"trending now these super fun selfies","Cosmopolitan",7,2017
1,"summer sex question and answer","Cosmopolitan",8,2017
2,"super hot info you really really need to know","Cosmopolitan",8,2017
3,"cosmo quiz blowout take em with a friend if you dare","Cosmopolitan",8,2017
4,"our first ever country issue starring miranda lambert","Cosmopolitan",8,2017
5,"kick back crack open a cold one and get ready for a good time","Cosmopolitan",8,2017
6,"how to find a normal dude on a dating app","Cosmopolitan",8,2017
7,"never let another big o slip away","Cosmopolitan",8,2017
1,"sex your way kisses touches and positions to satisfy your body get it girl","Cosmopolitan",9,2017
2,"how to tell if love will last","Cosmopolitan",9,2017
3,"cosmo expose why women are hit with more student debt than men are","Cosmopolitan",9,2017
4,"the hashtag goals issue secrets from beauty fashion and fitness influencers","Cosmopolitan",9,2017
5,"my gum got stuck in his junk hilarious tales of sex gone wrong","Cosmopolitan",9,2017
6,"hot hair and makeup trends","Cosmopolitan",9,2017
7,"miley like youve never seen her","Cosmopolitan",9,2017
1,"76 sex secrets toys that hit the spot 4 hidden moan zones hot solo sex tricks","Cosmopolitan",10,2017
2,"one of you cheated now what","Cosmopolitan",10,2017
3,"stress way less this surprising habit helps you chill instantly","Cosmopolitan",10,2017
4,"kate hudson fun flirty and fit af how she does it","Cosmopolitan",10,2017
5,"overhead on bro night brace yourself","Cosmopolitan",10,2017
6,"get a great ass in 3 killer moves","Cosmopolitan",10,2017
7,"the wellness issue mind right body tight","Cosmopolitan",10,2017
1,"love secrets juicy confessions touch me skin","Cosmopolitan",11,2017
2,"hes got a g spot too how to hit it right","Cosmopolitan",11,2017
3,"super hot sex games all you need is dice a timer and a daring playmate bonus youll both score","Cosmopolitan",11,2017
4,"the voices jennifer hudson powers up her confidence","Cosmopolitan",11,2017
5,"dating now","Cosmopolitan",11,2017
6,"make it fun again crush the dm convo end ghosting for good meet a hottie irl","Cosmopolitan",11,2017
7,"the weekend is coming whats your hair doing 7 sexy new styles","Cosmopolitan",11,2017
8,"gyno warning a winter risk your doc hasnt told you about","Cosmopolitan",11,2017
1,"what his likes reveal about his feelings","Cosmopolitan",12,2017
2,"hangover face fast beauty fixes for puffy eyes blotchy skin","Cosmopolitan",12,2017
3,"use snapchat inside this issue to shop unlock videos and more","Cosmopolitan",12,2017
4,"the number 1 thing that splits up happy couples","Cosmopolitan",12,2017
5,"how and why to name your sex toy","Cosmopolitan",12,2017
6,"rock the holidays fierce party looks cool gifts to give and get glam makeup tricks festive cocktails","Cosmopolitan",12,2017
7,"hot sex diaries true tales of ultimate pleasure theyll turn you on and inspire naughty new moves you can use","Cosmopolitan",12,2017
8,"hailee steinfeld the surprising time she feels sexiest","Cosmopolitan",12,2017
1,"Sex that rocks! Take cosmos hottest positions for a spin. They’ll hit all your pleasure zones","Cosmopolitan",1,2018
2,"this easy mind trick attracts love","Cosmopolitan",1,2018
3,"PMS and anxiety: why you feel cray before leak week and how to chill","Cosmopolitan",1,2018
4,"Bedside astrologer 2018 see what’s in store for you this year!","Cosmopolitan",1,2018
5,"Pink she’ll inspire your inner badass","Cosmopolitan",1,2018
6,"get your dream skin in your sleep!","Cosmopolitan",1,2018
7,"new sex toys for him (You’ll be shocked by what they can do!)","Cosmopolitan",1,2018
8,"“#@!% YES!” The weird reason cursing in bed feels so effing good","Cosmopolitan",1,2018
1,"Total body sex! these 9 secrets spots are climax triggers… when touched this way","Cosmopolitan",2,2018
2,"trick yourself into being a morning person","Cosmopolitan",2,2018
3,"clouds freak you out? how to keep calm and party on - even in scary times","Cosmopolitan",2,2018
4,"Riverdale’s Camila Mendes on the number 1 thing women should never be ashamed of","Cosmopolitan",2,2018
5,"6 signs he’ll bring it in bed","Cosmopolitan",2,2018
6,"fragrances that’ll make you frisky (spritz, then slay!)","Cosmopolitan",2,2018
7,"Love and lust sexiest moves ever lol dating stories new romantic moves","Cosmopolitan",2,2018
1,"hot sex skills! how to get and give supreme pleasure","Cosmopolitan",3,2018
2,"one night stands have a fling with a fun new hair color then rinse away","Cosmopolitan",3,2018
3,"score flat abs with this one move","Cosmopolitan",3,2018
4,"when the guy you love doesn’t take your #metoo story seriously ","Cosmopolitan",3,2018
5,"cosmo’s best quickie position ever!","Cosmopolitan",3,2018
6,"mandy moor why it’s the fiercest time in her life","Cosmopolitan",3,2018
7,"sexier skin 2.0 miracle working lotions and potions thank you science","Cosmopolitan",3,2018
1,"heat up sex! sizzling foreplay techniques, warm toys for your hot spots, plus our famous fire starter move","Cosmopolitan",4,2018
2,"sexy eyes try this quick shadow trick","Cosmopolitan",4,2018
3,"this interview is uncensored and totally amazing cardi b","Cosmopolitan",4,2018
4,"could you be guilty of micro-cheating? could he?","Cosmopolitan",4,2018
5,"gyno alert why more women are quitting the pill","Cosmopolitan",4,2018
6,"6 secrets of super close couples","Cosmopolitan",4,2018
1,"56 hot sex tips naughty new ways to do it pace yourself","Cosmopolitan",5,2018
2,"the glowy skin diet 7 foods to feed your face","Cosmopolitan",5,2018
3,"my boyfriend had a twisted secret life how a smart woman fell for a sociopath","Cosmopolitan",5,2018
4,"dating plus social media what to know before you make it insta official","Cosmopolitan",5,2018
5,"great guy not great sex put down your vibe and read this","Cosmopolitan",5,2018
6,"summers coming all you need to get psyched and ready","Cosmopolitan",5,2018
7,"kaley cuoco on finding love after heartbreak","Cosmopolitan",5,2018
1,"the fearless issue","Cosmopolitan",6,2018
2,"sex you crave daring moves that feel extra awesome for you","Cosmopolitan",6,2018
3,"your sexiest summer","Cosmopolitan",6,2018
4,"beachy hair 30 fire swimsuits total body toners all the fun","Cosmopolitan",6,2018
5,"hot guys and surfboards trust us youll want to ride both","Cosmopolitan",6,2018
6,"this cuddle position seals your bond","Cosmopolitan",6,2018
7,"gyno alert the down there ache you should never ignore","Cosmopolitan",6,2018
8,"texts from an ex youll lol at these omfg exchanges","Cosmopolitan",6,2018
9,"kesha my vulnerability is my strength","Cosmopolitan",6,2018
1,"summer sex confessions from super hot to totally awkward","Cosmopolitan",7,2018
2,"warning you might wet your bikini laughing","Cosmopolitan",7,2018
3,"why even happy women and men cheat","Cosmopolitan",7,2018
4,"under 50 dollars beach style steals","Cosmopolitan",7,2018
5,"enter to win 10000 dollars by submitting your most romantic story","Cosmopolitan",7,2018
6,"boob watch whats normal whats not plus fun tips for your nips","Cosmopolitan",7,2018
7,"electrify sex with this bliss maxing bedroom breakthough","Cosmopolitan",7,2018
8,"the number 1 way to find real love","Cosmopolitan",7,2018
9,"camila cabello her secret to being unstoppable","Cosmopolitan",7,2018
1,"The ultimate party issue","Seventeen",1,2010
2,"638 fashion and beauty ideas! look pretty for the holidays","Seventeen",1,2010
3,"flirty hair in 5 minutes","Seventeen",1,2010
4,"100+ deals under $20: Amazing clothes, gifts, jewelry, shoes, and more!","Seventeen",1,2010
5,"Win miley's diamond bracelet","Seventeen",1,2010
6,"Total body confidence: great abs, butt, and legs by new year's","Seventeen",1,2010
7,"New kissing tricks guy approved!","Seventeen",1,2010
8,"17 star of the year! Miley: steal her style secrets and her love advice","Seventeen",1,2010
9,"free earrings inside","Seventeen",1,2010
10,"coupons, freebies, and secret ways to save $$$ now!","Seventeen",1,2010
1,"What do guys think of you? Find out now!","Seventeen",2,2010
2,"music special free concert tix, backstage passes, playlists","Seventeen",2,2010
3,"101 new beauty tricks","Seventeen",2,2010
4,"perfect hair, skin, and makeup for you!","Seventeen",2,2010
5,"free eyeliner","Seventeen",2,2010
6,"look pretty without spending any money","Seventeen",2,2010
7,"real life nightmare: I was just hanging out with my friends and got shot!","Seventeen",2,2010
8,"Get your hottest body your ultimate plan inside","Seventeen",2,2010
9,"gossip girl's taylor momsen TV star by day, rock star by night!","Seventeen",2,2010
10,"download her new song for free","Seventeen",2,2010
1,"Real girl style blowout 250 ideas for you!","Seventeen",3,2010
2,"763 fashion tips and beauty tricks","Seventeen",3,2010
3,"plus the best new jeans for your body","Seventeen",3,2010
4,"free perfume","Seventeen",3,2010
5,"make 150 dollars by friday then hit the mall!","Seventeen",3,2010
6,"lauren conrad her weird habits, hot boyfriend, and steamy new book","Seventeen",3,2010
7,"free spring break party ideas","Seventeen",3,2010
8,"guys and sex what he's embarrassed to tell you","Seventeen",3,2010
9,"fun spring makeup","Seventeen",3,2010
10,"boost your bra size in one month","Seventeen",3,2010
11,"can you catch an eating disorder from your friends?","Seventeen",3,2010
1,"The hair issue! tons of pretty styles inside","Seventeen",4,2010
2,"253 new tips and tricks","Seventeen",4,2010
3,"best hair ever! make it shiny, soft, and mega-long","Seventeen",4,2010
4,"get flab abs fast!","Seventeen",4,2010
5,"sneaky ways to tell he's cheating","Seventeen",4,2010
6,"is your period normal?","Seventeen",4,2010
7,"real life drama: my mom hooks up with guys my age!","Seventeen",4,2010
8,"The vampire diaries nina dobrev why she won't date her hot costars","Seventeen",4,2010
9,"free lip gloss for you","Seventeen",4,2010
10,"500 fashion ideas and cute clothes under 20 dollars","Seventeen",4,2010
1,"Finally the foolproof way to get ANY guy you want!","Seventeen",5,2010
2,"the freebie issue!","Seventeen",5,2010
3,"943 ways to look pretty for free!","Seventeen",5,2010
4,"win amazing clothes, makeup, and tons more!","Seventeen",5,2010
5,"Why can't I stop gaining weight? break your unhealthy habits forever","Seventeen",5,2010
6,"17 special report: you could be tricked into getting pregnant","Seventeen",5,2010
7,"perfect skin without any makeup","Seventeen",5,2010
8,"150 cute shoes inside","Seventeen",5,2010
9,"free t-shirt","Seventeen",5,2010
10,"The secret life of the american teenagers shailene woodley shes not the girl you think she is!","Seventeen",5,2010
11,"win 250,000 for college!","Seventeen",5,2010
1,"180 swimsuits inside-find yours now!","Seventeen",6,2010
2,"645 ways to look cute all summer!","Seventeen",6,2010
3,"plus fun fashion under 20 dollars","Seventeen",6,2010
4,"hair that won't frizz or fall flat","Seventeen",6,2010
5,"free nail polish","Seventeen",6,2010
6,"get your best bikini body: the ultimate secret to a great butt, flat abs, and major confidence","Seventeen",6,2010
7,"the party drug that can make you fat and ugly","Seventeen",6,2010
8,"free hot guy mag! taylor lautner, justin bieber and more","Seventeen",6,2010
9,"twilight exclusive: ashley greene spills gossip from the set of eclipse","Seventeen",6,2010
10,"win a private screening of eclipse for you and your friends","Seventeen",6,2010
1,"180 swimsuits inside-find yours now!","Seventeen",7,2010
2,"645 ways to look cute all summer!","Seventeen",7,2010
3,"plus fun fashion under 20 dollars","Seventeen",7,2010
4,"hair that won't frizz or fall flat","Seventeen",7,2010
5,"free nail polish","Seventeen",7,2010
6,"get your best bikini body: the ultimate secret to a great butt, flat abs, and major confidence","Seventeen",7,2010
7,"the party drug that can make you fat and ugly","Seventeen",7,2010
8,"free hot guy mag! taylor lautner, justin bieber and more","Seventeen",7,2010
9,"twilight exclusive: ashley greene spills gossip from the set of eclipse","Seventeen",7,2010
10,"win a private screening of eclipse for you and your friends","Seventeen",7,2010
1,"Exclusive coupons and freebies inside: win a $10,000 shopping spree","Seventeen",8,2010
2,"your back-to-school fashion preview","Seventeen",8,2010
3,"926 ways to get pretty, fun style! ","Seventeen",8,2010
4,"cute tees, flirty dresses, cool shoes","Seventeen",8,2010
5,"make more money for the mall","Seventeen",8,2010
6,"find the perfect jeans for your butt and budget","Seventeen",8,2010
7,"new hair ideas you'll look ultra hot this year","Seventeen",8,2010
8,"get your best body by the first day of school","Seventeen",8,2010
9,"rihanna the awesome reason she's so happy now","Seventeen",8,2010
10,"and win tickets to see her in concert!","Seventeen",8,2010
1,"The ultimate back-to-school issue!","Seventeen",9,2010
2,"823 fashion and beauty ideas! find your cutest new look now!","Seventeen",9,2010
3,"get a great butt","Seventeen",9,2010
4,"the best fall clothes for your body","Seventeen",9,2010
5,"tons of dresses, bags, shoes, and more!","Seventeen",9,2010
6,"17 alert: the sex advice that could hurt you","Seventeen",9,2010
7,"feel confident in love: easy tricks that really work","Seventeen",9,2010
8,"pretty hair and clear skin for your first day","Seventeen",9,2010
9,"katy perry teal her secrets for finding true love","Seventeen",9,2010
10,"free leggings: get yours now","Seventeen",9,2010
1,"Find your fall style guide","Seventeen",10,2010
2,"653 fashion and beauty secrets!","Seventeen",10,2010
